CustomerID,Recency,Frequency,Monetary,Cluster
12710.0,96,79,1130.57,0
12712.0,22,142,4241.63,0
12713.0,0,38,848.55,0
12714.0,8,259,4708.86,0
12715.0,105,20,343.36,0
12716.0,3,69,1053.49,0
12717.0,150,56,980.98,1
12718.0,70,19,238.25,0
12719.0,4,42,608.1,0
12720.0,2,359,5713.28,0
12721.0,31,164,2628.98,0
12722.0,84,57,904.33,0
12723.0,3,69,725.07,0
12724.0,4,53,1031.41,0
12725.0,370,24,427.8,1
12726.0,27,124,2609.1,0
12727.0,10,141,3947.7,0
12728.0,70,46,836.33,0
12729.0,113,26,453.01,0
12731.0,23,277,18793.41,0
12732.0,179,12,236.26,1
12733.0,233,22,383.95,1
12734.0,352,4,110.4,1
12735.0,314,43,779.5699999999999,1
12736.0,332,4,234.0,1
12738.0,371,11,155.35,1
12739.0,77,38,1013.04,0
12740.0,63,27,427.6,0
12743.0,133,131,540.13,0
12744.0,51,229,9120.39,0
12747.0,1,103,4196.01,0
12748.0,0,4459,28405.56,2
12749.0,3,231,3868.2,0
12750.0,128,15,275.88,0
12752.0,80,53,4366.78,0
12753.0,3,230,21024.01,0
12754.0,235,65,2949.12,1
12755.0,249,6,2203.2,1
12756.0,86,4,112.07999999999998,0
12757.0,15,370,4205.25,0
12758.0,116,97,2791.59,0
12759.0,51,95,1531.44,0
12762.0,7,69,1898.52,0
12763.0,137,18,494.08,0
12764.0,316,45,1693.88,1
12766.0,3,310,6989.63,0
12769.0,238,32,1143.6,1
12770.0,210,12,1351.45,1
12772.0,59,55,892.47,0
12775.0,16,67,1351.24,0
12778.0,19,51,804.23,0
12779.0,20,159,3868.7,0
12781.0,20,30,707.72,0
12782.0,4,107,2273.32,0
12783.0,1,86,1603.87,0
12784.0,8,57,532.8199999999999,0
12785.0,2,15,305.71,0
12787.0,9,20,463.66,0
12789.0,64,4,91.85,0
12790.0,191,21,324.92,1
12791.0,373,2,192.6,1
12792.0,256,25,400.54,1
12793.0,334,24,545.48,1
12794.0,52,45,860.41,0
12795.0,18,14,430.48,0
12797.0,359,17,194.18,1
12798.0,9,8,6977.04,0
12802.0,183,26,412.58,1
12808.0,36,28,483.65,0
12809.0,167,26,484.36,1
12811.0,260,31,514.85,1
12812.0,44,15,229.64,0
12814.0,101,2,125.92,0
12815.0,147,47,1063.46,1
12816.0,95,29,572.2,0
12817.0,280,4,166.04,1
12818.0,177,16,1517.88,1
12820.0,2,59,942.34,0
12821.0,213,6,92.72,1
12822.0,70,47,918.98,0
12823.0,74,5,1759.5,0
12824.0,59,25,397.12,0
12826.0,2,94,1468.12,0
12827.0,5,25,430.15,0
12828.0,2,56,1018.71,0
12829.0,321,12,253.05,1
12830.0,37,39,6748.4,0
12831.0,261,9,215.05,1
12832.0,31,27,383.03,0
12833.0,144,24,417.38,1
12834.0,282,18,312.38,1
12836.0,58,174,2610.36,0
12837.0,172,12,134.1,1
12838.0,33,120,671.95,0
12839.0,2,316,5583.62,0
12840.0,143,116,2714.27,0
12841.0,4,433,3845.63,0
12842.0,69,34,1118.99,0
12843.0,65,108,1680.76,0
12844.0,28,52,325.96000000000004,0
12845.0,266,27,354.09,1
12847.0,21,84,843.64,0
12849.0,30,48,1010.29,0
12851.0,96,47,131.81,0
12852.0,289,20,299.75,1
12853.0,107,84,1881.7,0
12854.0,78,114,1280.9,0
12855.0,372,3,38.1,1
12856.0,7,314,2153.53,0
12857.0,210,46,1106.4,1
12863.0,51,6,504.2,0
12864.0,137,3,147.12,0
12865.0,25,96,1548.07,0
12866.0,282,26,559.12,1
12867.0,25,547,3958.74,0
12868.0,185,107,1607.0600000000002,1
12870.0,365,2,-14.9,1
12871.0,83,11,380.64,0
12872.0,326,66,599.97,1
12873.0,281,4,374.0,1
12875.0,142,2,343.2300000000001,1
12876.0,57,85,2218.02,0
12877.0,3,154,1535.77,0
12878.0,17,49,841.64,0
12879.0,44,12,552.5699999999999,0
12881.0,275,7,298.0,1
12882.0,8,13,1463.04,0
12883.0,24,42,703.47,0
12884.0,87,7,309.05,0
12885.0,62,72,1158.27,0
12886.0,67,86,1351.09,0
12888.0,213,7,313.77,1
12890.0,23,79,376.72,0
12891.0,185,3,331.0,1
12893.0,30,31,176.55,0
12895.0,41,24,347.3,0
12897.0,204,4,216.5,1
12901.0,8,125,16293.1,0
12902.0,264,10,138.68,1
12904.0,17,71,496.06,0
12906.0,11,63,2919.81,0
12908.0,58,4,246.0,0
12909.0,39,96,2128.83,0
12910.0,22,75,3075.04,0
12912.0,2,24,1662.3,0
12913.0,4,50,2483.63,0
12915.0,148,22,363.65,1
12916.0,138,105,2921.15,0
12917.0,127,2,594.0,0
12919.0,7,52,1301.44,0
12920.0,16,27,162.78,0
12921.0,3,741,16389.74,0
12922.0,160,28,405.38,1
12923.0,63,28,172.82,0
12924.0,87,31,929.95,0
12925.0,4,45,694.05,0
12928.0,34,84,2062.7000000000003,0
12929.0,121,9,105.1,0
12930.0,77,27,409.9,0
12931.0,21,102,33462.81,0
12933.0,23,107,606.28,0
12935.0,1,130,2156.45,0
12936.0,16,63,1012.9,0
12937.0,14,120,1504.27,0
12938.0,25,9,114.14,0
12939.0,63,47,11581.8,0
12940.0,45,100,862.44,0
12942.0,130,70,675.6,0
12943.0,300,1,-3.75,1
12944.0,35,30,604.51,0
12945.0,287,23,462.95,1
12947.0,143,103,1407.29,0
12948.0,15,118,2053.7,0
12949.0,30,219,4143.02,0
12950.0,1,23,1843.0,0
12951.0,8,65,1042.07,0
12952.0,5,80,1382.84,0
12953.0,9,17,329.85,0
12955.0,0,183,4734.26,0
12956.0,305,19,108.07,1
12957.0,3,244,3979.04,0
12962.0,6,16,266.39,0
12963.0,7,96,1841.03,0
12965.0,88,108,769.8100000000001,0
12966.0,9,10,160.18,0
12967.0,2,33,1194.75,0
12968.0,111,5,135.95,0
12970.0,6,129,405.47,0
12971.0,3,308,10930.26,0
12974.0,197,8,144.8,1
12976.0,211,22,738.6,1
12977.0,155,9,39.24,1
12980.0,155,24,7092.06,1
12981.0,29,20,372.22,0
12982.0,239,34,377.2,1
12984.0,18,4,97.5,0
12985.0,0,78,1215.62,0
12987.0,73,30,545.0,0
12988.0,291,83,505.82,1
12989.0,2,68,6854.51,0
12990.0,30,13,409.5,0
12991.0,22,31,503.76,0
12993.0,22,27,414.76,0
12994.0,3,73,902.22,0
12995.0,77,5,200.72,0
12997.0,21,67,1197.94,0
12999.0,195,28,455.88,1
13000.0,106,31,534.85,0
13001.0,3,340,9765.07,0
13002.0,317,7,120.95,1
13003.0,105,6,149.05,0
13004.0,11,409,5613.43,0
13005.0,173,29,468.95,1
13006.0,55,4,81.57,0
13008.0,322,15,178.46999999999997,1
13011.0,371,3,50.55,1
13012.0,8,106,1296.62,0
13013.0,0,222,4786.99,0
13014.0,2,124,3365.43,0
13015.0,52,175,3339.64,0
13016.0,72,47,789.89,0
13017.0,6,1,204.0,0
13018.0,15,459,7272.75,0
13021.0,3,134,2584.4,0
13023.0,63,40,689.9,0
13026.0,0,43,936.15,0
13027.0,113,26,6912.0,0
13028.0,22,47,659.68,0
13029.0,30,10,1247.5,0
13030.0,10,92,752.4399999999999,0
13032.0,38,75,996.52,0
13033.0,356,11,190.55,1
13034.0,54,37,642.77,0
13035.0,57,30,886.63,0
13037.0,137,48,881.07,0
13038.0,79,28,908.46,0
13040.0,8,43,676.99,0
13043.0,253,14,471.57,1
13044.0,290,33,560.47,1
13045.0,98,18,305.28000000000003,0
13046.0,30,35,629.31,0
13047.0,31,196,3079.1,0
13048.0,13,136,1789.41,0
13049.0,63,14,656.6800000000001,0
13050.0,8,422,5684.61,0
13052.0,211,18,348.15000000000003,1
13055.0,63,78,1201.96,0
13058.0,24,8,271.40000000000003,0
13059.0,249,8,183.4,1
13060.0,253,15,307.53,1
13061.0,71,10,248.61,0
13062.0,190,11,346.98,1
13064.0,12,68,1105.59,0
13065.0,372,14,205.86,1
13066.0,23,49,430.9,0
13067.0,81,15,115.46,0
13068.0,9,2,344.0,0
13069.0,0,469,3713.14,0
13070.0,191,9,228.8,1
13072.0,266,7,177.15,1
13075.0,129,22,919.61,0
13077.0,0,111,728.02,0
13078.0,0,380,12432.28,0
13079.0,3,6,220.1,0
13080.0,178,6,58.08,1
13081.0,0,1061,27964.48,0
13082.0,125,75,3595.48,0
13083.0,3,18,303.75,0
13085.0,157,29,272.38,1
13089.0,2,1853,57322.13,2
13090.0,8,161,8689.39,0
13091.0,20,24,319.82,0
13092.0,70,26,459.83,0
13093.0,266,170,7741.47,1
13094.0,20,30,1708.86,0
13095.0,70,6,74.39999999999999,0
13097.0,32,435,5886.12,0
13098.0,0,605,28658.88,0
13099.0,98,1,207.36,0
13101.0,233,8,101.19,1
13102.0,0,310,6336.29,0
13103.0,39,8,243.94,0
13104.0,2,20,1098.48,0
13106.0,128,2,59.5,0
13107.0,43,60,1524.07,0
13108.0,372,10,350.06,1
13109.0,2,50,766.84,0
13110.0,30,146,1452.87,0
13113.0,0,280,10510.0,0
13115.0,8,132,2205.63,0
13116.0,116,31,485.19,0
13117.0,21,76,984.91,0
13118.0,19,82,1125.0,0
13120.0,238,1,30.6,1
13121.0,268,53,254.73,1
13122.0,93,55,922.39,0
13124.0,89,222,3756.33,0
13126.0,4,142,2056.29,0
13127.0,77,15,259.17,0
13130.0,93,2,64.0,0
13131.0,22,46,1039.3,0
13132.0,261,3,77.3,1
13133.0,273,7,109.8,1
13134.0,72,105,1740.63,0
13135.0,196,1,3096.0,1
13136.0,49,139,2545.38,0
13137.0,10,688,3557.96,0
13138.0,21,63,962.39,0
13139.0,15,174,5055.79,0
13140.0,107,45,422.47,0
13141.0,84,136,2385.8,0
13142.0,18,23,307.09,0
13144.0,332,3,110.95,1
13145.0,39,7,614.77,0
13146.0,25,17,228.91,0
13147.0,9,4,712.8000000000001,0
13148.0,28,340,3324.62,0
13149.0,13,86,1676.06,0
13151.0,202,75,1250.37,1
13153.0,5,15,486.22,0
13154.0,143,1,-611.86,1
13155.0,32,85,971.76,0
13157.0,48,89,1721.57,0
13158.0,94,79,1201.06,0
13159.0,8,121,1371.25,0
13160.0,21,4,91.8,0
13161.0,312,8,112.75,1
13162.0,121,82,1644.99,0
13165.0,45,42,1021.48,0
13166.0,281,42,414.7,1
13167.0,18,65,791.33,0
13168.0,35,128,1290.54,0
13169.0,63,13,712.88,0
13170.0,26,30,108.81,0
13171.0,7,48,426.81,0
13173.0,3,43,353.65,0
13174.0,15,293,2742.82,0
13176.0,45,67,481.49,0
13177.0,64,17,282.45,0
13178.0,25,265,5725.47,0
13182.0,44,11,121.18,0
13183.0,7,94,3957.78,0
13184.0,14,181,1616.45,0
13185.0,267,1,71.4,1
13186.0,39,84,1539.69,0
13187.0,336,37,236.02,1
13188.0,10,2,114.6,0
13189.0,18,29,260.68,0
13192.0,94,63,911.94,0
13193.0,60,25,112.08,0
13194.0,135,3,60.7,0
13196.0,10,110,1797.78,0
13198.0,9,229,3384.09,0
13199.0,3,120,9803.96,0
13200.0,18,46,870.09,0
13203.0,9,57,869.46,0
13207.0,14,8,250.26,0
13208.0,58,149,1199.65,0
13209.0,29,329,5820.16,0
13210.0,93,22,353.48,0
13211.0,9,55,1095.42,0
13212.0,8,142,779.33,0
13213.0,56,92,1518.43,0
13216.0,267,5,333.74,1
13217.0,121,7,133.62,0
13218.0,126,5,62.63999999999999,0
13220.0,77,21,819.2900000000001,0
13221.0,239,66,847.41,1
13223.0,199,5,163.20000000000002,1
13224.0,59,109,2150.85,0
13225.0,2,34,6083.04,0
13226.0,272,16,108.21,1
13227.0,201,9,257.7,1
13228.0,80,2,358.0,0
13229.0,225,10,160.95,1
13230.0,3,588,2712.07,0
13232.0,12,202,1328.35,0
13233.0,73,43,605.12,0
13235.0,211,59,101.17000000000009,1
13236.0,24,39,727.27,0
13238.0,10,32,680.83,0
13239.0,261,22,329.56,1
13240.0,95,67,663.65,0
13242.0,111,13,270.40000000000003,0
13243.0,202,57,585.12,1
13244.0,92,27,121.74,0
13245.0,50,16,430.5,0
13246.0,17,138,1896.32,0
13247.0,17,25,501.12,0
13248.0,124,26,465.68,0
13249.0,91,23,711.41,0
13253.0,156,36,1030.4,1
13255.0,3,14,390.66,0
13256.0,13,1,0.0,0
13258.0,11,36,672.83,0
13259.0,61,81,283.18,0
13260.0,60,8,557.62,0
13261.0,268,9,944.1,1
13262.0,262,11,200.29,1
13263.0,0,1667,7436.93,0
13265.0,52,90,2092.66,0
13266.0,10,202,3717.67,0
13267.0,2,224,4404.44,0
13268.0,17,440,3127.7,0
13269.0,0,319,5312.97,0
13270.0,365,1,590.0,1
13271.0,36,92,172.37,0
13272.0,30,15,276.56,0
13273.0,112,16,138.98,0
13276.0,63,30,590.9300000000001,0
13277.0,15,8,258.4,0
13278.0,40,46,542.73,0
13279.0,63,11,126.3,0
13280.0,121,82,798.46,0
13282.0,17,40,1047.84,0
13283.0,59,7,93.66,0
13284.0,322,14,196.15,1
13285.0,22,187,2709.12,0
13291.0,155,42,361.11,1
13292.0,38,31,578.9399999999999,0
13294.0,189,54,873.74,1
13295.0,359,11,197.95,1
13296.0,136,5,87.4,0
13297.0,7,59,2089.85,0
13298.0,0,2,360.0,0
13299.0,267,5,142.5,1
13300.0,164,22,365.29,1
13301.0,103,81,618.09,0
13302.0,154,1,63.75,1
13304.0,350,21,300.42,1
13305.0,3,81,2000.86,0
13307.0,119,1,15.0,0
13308.0,22,57,1367.61,0
13309.0,6,107,1456.79,0
13310.0,8,77,1083.63,0
13311.0,3,26,598.57,0
13313.0,21,78,1555.32,0
13314.0,1,74,593.51,0
13316.0,36,87,5570.6900000000005,0
13317.0,63,135,2140.07,0
13318.0,0,20,640.76,0
13319.0,4,500,10664.34,0
13320.0,69,109,1475.2,0
13321.0,71,11,567.36,0
13322.0,16,25,199.48,0
13323.0,2,21,787.85,0
13324.0,31,77,7072.8,0
13325.0,81,12,675.3,0
13327.0,38,109,3617.57,0
13328.0,315,17,1308.48,1
13329.0,31,19,740.4,0
13330.0,92,53,1140.93,0
13332.0,13,21,350.9,0
13334.0,81,265,3502.32,0
13336.0,76,51,795.12,0
13338.0,153,24,431.82,1
13339.0,200,54,860.12,1
13340.0,44,134,10736.48,0
13341.0,260,42,775.85,1
13343.0,172,22,303.93,1
13344.0,67,116,2511.69,0
13345.0,276,22,377.6,1
13347.0,69,8,341.36,0
13348.0,63,14,233.76,0
13349.0,10,16,247.32,0
13350.0,15,43,910.72,0
13351.0,65,16,373.94,0
13352.0,7,27,389.28,0
13354.0,70,51,743.53,0
13355.0,121,32,674.7,0
13356.0,79,42,768.24,0
13357.0,256,89,609.4,1
13358.0,268,29,439.03,1
13359.0,58,24,431.26,0
13362.0,2,169,3085.49,0
13363.0,17,60,992.5,0
13364.0,66,20,0.0,0
13365.0,8,132,2191.22,0
13366.0,49,1,56.16,0
13368.0,256,29,623.4,1
13369.0,353,19,263.75,1
13370.0,365,44,721.32,1
13372.0,89,23,378.64,0
13373.0,60,158,3312.25,0
13375.0,80,38,772.9,0
13376.0,98,53,1019.76,0
13379.0,25,97,572.56,0
13381.0,20,173,3626.81,0
13382.0,280,15,222.99,1
13384.0,30,155,4122.28,0
13385.0,329,35,534.57,1
13388.0,120,36,627.15,0
13389.0,10,51,797.96,0
13390.0,74,13,544.08,0
13391.0,203,1,59.8,1
13394.0,1,164,2312.8,0
13395.0,184,21,307.72,1
13396.0,21,47,1325.29,0
13397.0,72,39,1539.18,0
13398.0,191,26,457.34,1
13402.0,126,39,621.23,0
13403.0,17,3,75.0,0
13404.0,0,11,252.49,0
13405.0,73,27,572.451,0
13408.0,1,501,27487.41,0
13410.0,8,30,988.91,0
13411.0,106,18,213.55,0
13414.0,133,24,1390.5,0
13416.0,43,19,712.5,0
13417.0,4,28,640.83,0
13418.0,11,314,5845.44,0
13419.0,63,16,221.06,0
13420.0,134,10,140.35,0
13421.0,39,103,1831.61,0
13422.0,50,128,2601.55,0
13425.0,107,78,1624.21,0
13426.0,0,159,3550.7000000000003,0
13427.0,18,29,582.6,0
13428.0,9,71,201.78,0
13429.0,10,67,1006.8,0
13430.0,18,54,648.6899999999999,0
13431.0,66,46,1269.1,0
13434.0,73,10,534.24,0
13435.0,4,103,3794.49,0
13436.0,1,12,196.89,0
13437.0,13,167,3408.06,0
13439.0,254,54,283.71,1
13441.0,91,13,296.64,0
13447.0,22,62,1104.23,0
13448.0,16,198,3460.99,0
13449.0,23,19,291.88,0
13450.0,26,71,2043.72,0
13451.0,25,434,2838.56,0
13452.0,258,2,590.0,1
13453.0,165,17,356.98,1
13455.0,24,53,1007.35,0
13456.0,17,65,1737.8200000000002,0
13458.0,6,394,9537.92,0
13460.0,28,17,183.44,0
13461.0,38,27,1445.0,0
13462.0,182,10,143.25,1
13464.0,57,41,674.68,0
13466.0,99,18,297.95,0
13467.0,10,98,1071.91,0
13468.0,1,306,5656.75,0
13470.0,98,10,165.0,0
13471.0,0,254,2501.84,0
13473.0,60,22,417.54,0
13474.0,235,62,226.84,1
13475.0,190,86,1431.78,1
13476.0,178,61,1092.77,1
13477.0,37,81,1441.53,0
13479.0,197,16,291.0,1
13481.0,45,112,1776.81,0
13482.0,231,11,184.64,1
13483.0,65,10,140.34,0
13484.0,240,8,313.8,1
13485.0,232,23,454.24,1
13486.0,77,69,1122.41,0
13487.0,57,34,575.4,0
13488.0,16,427,8910.61,0
13489.0,104,14,449.52,0
13491.0,51,86,1215.82,0
13492.0,135,50,1269.84,0
13493.0,274,8,618.63,1
13494.0,311,18,316.26000000000005,1
13495.0,7,52,1990.12,0
13496.0,10,36,617.93,0
13497.0,282,20,321.05,1
13499.0,17,45,1146.96,0
13500.0,22,67,1136.77,0
13501.0,242,53,1310.47,1
13502.0,16,18,292.0,0
13503.0,70,17,216.85,0
13504.0,63,22,295.93,0
13505.0,67,227,4282.88,0
13506.0,311,29,452.82,1
13507.0,2,162,2479.16,0
13508.0,243,12,110.97,1
13509.0,8,44,979.72,0
13510.0,0,117,1785.16,0
13512.0,260,15,251.21,1
13513.0,126,10,205.1,0
13514.0,73,4,152.20000000000002,0
13515.0,72,59,891.12,0
13516.0,20,44,1389.41,0
13517.0,59,143,2109.07,0
13518.0,85,36,627.16,0
13519.0,49,9,110.8,0
13520.0,58,95,3487.75,0
13521.0,0,418,1071.73,0
