ds,yhat,yhat_lower,yhat_upper
2011-02-18,23566.81095213896,8174.6556515423445,39632.06006384916
2011-02-20,9270.803614960489,-4798.7405510112185,25503.811965677338
2011-02-21,26642.22680894053,10993.574368865739,41489.306302031015
2011-02-22,30998.37924185946,16139.037316607932,47131.78523455831
2011-02-23,25864.002327871396,9842.220658567398,41140.925793139715
2011-02-24,32912.76914480552,16461.41450854057,47749.11724111439
2011-02-25,23426.75660599507,8809.31705572182,38647.38100970328
2011-02-27,9130.749268821033,-6222.122471588722,25479.030552332224
2011-02-28,26502.172462855327,11934.93161267272,43414.331750386926
2011-03-01,30858.32489573738,14739.886317520475,46550.80701050349
2011-03-02,25739.299001775827,11415.677830475313,41839.72377988186
2011-03-03,32803.41683866684,16648.625370345027,49664.857671819416
2011-03-04,23332.755319833417,6483.155447711126,38789.72317515411
2011-03-06,9067.45002267319,-6537.34050383617,25522.24423545826
2011-03-07,26454.224236760045,11857.54686048768,41444.3697394545
2011-03-08,30825.727689603533,15123.913474931964,46415.15810646026
2011-03-09,25706.70179548972,10121.858841069228,40162.44500434961
2011-03-10,32770.81963252711,17351.98933114673,48435.99986872014
2011-03-11,23300.158113703008,7596.450925897749,38682.51646211746
2011-03-13,9034.852816482686,-7710.09388998809,24481.95193687713
2011-03-14,26433.290184644644,10475.784389888859,42026.90824408545
2011-03-15,30816.45679159743,15606.263598998881,45591.34471188096
2011-03-16,25709.094051591303,11030.577109333452,40481.066744185104
2011-03-17,32784.875042663705,16849.81574338092,48311.86454603132
2011-03-18,23325.876677917997,7953.062983856871,39952.17913694456
2011-03-20,9083.89768886983,-5082.13719313853,24997.08494422083
2011-03-21,26482.335056968244,10078.224780504734,41896.954080969066
2011-03-22,30865.50166387292,15628.305027961262,45729.74890090055
2011-03-23,25758.138923898456,10125.786040488567,42947.416898615025
2011-03-24,32840.419400531566,17054.832377667422,49284.431341891075
2011-03-25,23387.92052138778,8742.55592781109,38191.26167338284
2011-03-27,9158.940503472088,-6686.3494159946285,23606.116621252055
2011-03-28,26563.877357178328,10561.763079942097,41909.53437168623
2011-03-29,30953.543449612196,15449.547933656602,46995.72384053715
2011-03-30,25852.68019533336,9882.345032925205,40643.62317027032
2011-03-31,32934.960671962406,17039.326838246012,48954.99961436572
2011-04-01,23482.461792756774,8320.422680435891,38680.07702449554
2011-04-03,9253.481774845513,-7294.3940917959235,24483.33683606978
2011-04-04,26658.41862860601,10738.947464514435,42357.03878501021
2011-04-05,31051.21488369066,16186.526341506313,46622.84727661671
2011-04-06,25953.481791950126,11367.047192123971,41187.4977132095
2011-04-07,33038.89243119684,17595.63967850049,48676.33312324913
2011-04-08,23589.52371466283,7554.586810862673,38505.47649072991
2011-04-10,9366.804022000753,-5819.025519362752,24726.53435638684
2011-04-11,26774.87103832303,10041.347745139548,41806.3369968746
2011-04-12,31167.667293595536,15618.523835381568,46286.327536742094
2011-04-13,26069.93420173821,9452.868068377622,40925.46205090729
2011-04-14,33155.34484102161,18668.394933011914,48667.659274672966
2011-04-15,23705.976124496912,7334.999882047837,39750.58757808277
2011-04-17,9483.25684715636,-6516.177355482278,24563.08773237479
2011-04-18,26891.324071204046,12529.457927986326,42882.260689312905
2011-04-19,31284.12053403661,15545.971399191696,47129.932047153205
2011-04-20,26186.38764988211,11191.855689908523,42555.91314592202
2011-04-21,33271.79849681272,18534.447377337045,48354.150911431905
2011-04-26,31400.574397480756,15655.677565515647,46979.60551184887
2011-04-27,26302.841513455005,10987.407146648342,41834.40535968037
2011-04-28,33388.25236033563,17684.391928130473,49158.638098994285
2011-05-01,9716.164574179216,-6616.710238535341,26471.22650478662
2011-05-03,31517.02826100955,15802.49212816996,45591.694247777115
2011-05-04,26419.295967532104,11653.94163099458,41491.13026410851
2011-05-05,33504.7074051818,18147.595111502687,49435.82525951214
2011-05-06,24055.33948695207,8058.533016295669,39169.95943477445
2011-05-08,9832.621390974993,-6585.485023922322,24615.183077264322
2011-05-09,27240.689205632803,10701.979156261828,43550.707344446775
2011-05-10,31633.4862590955,15619.139046352406,46544.04652107621
2011-05-11,26535.753965720476,10331.173308984427,41526.30058353655
2011-05-12,33621.1654033361,17958.73494282586,49585.53551747905
2011-05-13,24171.797485102965,6609.084785073994,39824.64667003978
2011-05-15,9949.079396272824,-7255.61280820103,25302.692406795115
2011-05-16,27357.147214440458,12114.433232511428,42301.758984239015
2011-05-17,31749.94427156137,15631.035292085417,45554.57794351718
2011-05-18,26652.21198171408,10928.607123920101,42429.45210772385
2011-05-19,33737.62342282287,16524.12463031909,49413.573499516126
2011-05-20,24288.255508146383,9460.678504763784,39540.957701634594
2011-05-22,10065.53741928139,-7292.54843612677,26456.606915127228
2011-05-23,27473.60523745504,12326.281459635842,43536.87508051773
2011-05-24,31866.40229454195,15152.3199015291,47836.642020973035
2011-05-25,26768.670004736734,11325.250060488062,42651.02751187161
2011-05-26,33854.08147504047,18881.92261358134,50159.21027229944
2011-05-27,24404.713589506307,8833.808110068545,39806.115969821614
2011-05-29,10181.995558938484,-6190.555605515319,26279.521294118327
2011-05-31,31982.8604925567,15684.866808083438,46879.06023994654
2011-06-01,26885.12823193794,10180.5313979579,41606.11560767407
2011-06-02,33970.53970215432,18725.200528036068,49727.20109062567
2011-06-03,24521.171816644794,9532.224356203693,40021.68997130789
2011-06-05,10298.453786148919,-7653.917737705457,25172.99235714106
2011-06-06,27706.52163349532,12484.45032620969,43516.149391002786
2011-06-07,32099.318719729712,16198.698925704251,47880.16796929215
2011-06-08,27005.715543973838,11233.706590561935,42570.19085559227
2011-06-09,34095.2560993198,19157.062367688537,49758.55866567601
2011-06-10,24650.01729874987,8622.291982534784,40469.294022444614
2011-06-12,10435.55743814633,-6499.6476510628145,25099.177022332256
2011-06-13,27847.754370562474,12313.084849890878,43121.7589038254
2011-06-14,32244.680541725786,16979.769976402,48257.51500331752
2011-06-15,27151.077365969584,12021.152083010058,42416.79827954131
2011-06-16,34240.61792126713,18403.729091720466,49921.21865174304
2011-06-17,24795.37912073455,10350.095324046251,39565.36575117979
2011-06-19,10580.919260190247,-4758.2788458161085,26483.02683234173
2011-06-20,28007.20963077889,13256.244819767042,42657.60082162931
2011-06-21,32418.22924030515,17526.395351248404,48202.74371178383
2011-06-22,27338.719502904165,11094.383283543275,43360.30378059258
2011-06-23,34442.35349650867,19379.650554351127,50188.38988310214
2011-06-24,25011.20813436225,8518.003538992682,39991.15896344887
2011-06-26,10824.935150404955,-4357.911262738059,25595.85065828646
2011-06-27,28251.22552108713,11355.023123581068,42781.551669061424
2011-06-28,32662.245130576517,15887.804489097583,48298.35614488019
2011-06-29,27582.73539320373,11559.834096115675,42950.87541054829
2011-06-30,34708.69509771516,18537.76958649409,50006.495360927634
2011-07-01,25299.875446364,11096.228093269952,40977.12705051152
2011-07-03,11158.253884239271,-3786.1244162105954,27498.36685241354
2011-07-04,28606.86996587077,13466.371662664955,44467.3121051992
2011-07-05,33040.21528614413,16659.93353409746,49042.600271957584
2011-07-06,27983.031259713985,11400.27400092803,43936.67613002984
2011-07-07,35108.99096419291,18984.943510969955,50990.32516993583
2011-07-08,25700.171312904346,9918.4010771218,41310.881222394484
2011-07-10,11558.549750719525,-3995.97240209298,27047.538762960874
2011-07-11,29007.165832294046,12375.754033217936,43981.34366436773
2011-07-12,33469.315554106506,18643.10824014745,48313.24568050451
2011-07-13,28440.935928931656,12701.54201778129,44322.13064533436
2011-07-14,35595.70003480892,20853.98681031155,50883.497686325085
2011-07-15,26215.68478489134,10826.108520712016,41803.38239924532
2011-07-17,12131.672025424545,-3372.7708196580215,27055.631371958338
2011-07-18,29609.092508399473,14582.864243946971,45735.20438050327
2011-07-19,34071.24223016464,17174.031458699843,48712.83634714671
2011-07-20,29042.86260495763,13335.78125873414,43930.68754524507
2011-07-21,36197.62671081831,20225.71956033595,53001.38913367286
2011-07-22,26817.611460900116,10770.048267589607,41611.717176459366
2011-07-24,12794.973236345246,-3539.447316770973,29172.608662868177
2011-07-25,30303.08098674618,15153.652396682826,45860.52533856913
2011-07-26,34795.917975972225,20907.742915447892,50664.34035709045
2011-07-27,29798.225618244087,14252.296357495961,46232.04868981418
2011-07-28,36983.676991482185,21392.721861049555,53602.00853264742
2011-07-29,27634.349009002697,11632.662758486085,42799.286128291074
2011-07-31,13611.71078443974,-3211.39283899581,29334.592224542997
2011-08-01,31119.818534894926,15242.482818648077,47292.62866259004
2011-08-02,35612.65552399945,20436.5202962175,52003.850514998616
2011-08-03,30646.201163779588,14964.96161684662,45894.797891756876
2011-08-04,37862.89053466209,22915.566401220418,53205.89881697316
2011-08-05,28544.8005496784,12700.804024588526,44138.12479492567
2011-08-07,14584.638320195256,-1459.9980899366492,28466.959310521772
2011-08-08,32123.984068177917,16094.9609650623,47212.45949517089
2011-08-09,36648.059054795805,21413.05044889043,52226.58951834653
2011-08-10,31681.604694678357,15612.162315456151,47548.244460300964
2011-08-11,38898.29406552679,23321.535687314296,55776.469190604985
2011-08-12,29580.20408053969,14366.75213662264,45348.86711036891
2011-08-14,15620.041851087757,344.8518197990244,32009.629772920507
2011-08-15,33188.41175899068,16663.418399173515,48698.21156755477
2011-08-16,37741.51090585224,21769.17906743263,53188.360265490744
2011-08-17,32804.08070567382,16433.23515056748,48491.289744734706
2011-08-18,40049.79423655412,24646.29772161702,55368.83531464337
2011-08-19,30760.72841166754,15988.777824163695,47204.62024368556
2011-08-21,16858.61450229239,1659.3931502387532,32228.13685439147
2011-08-22,34426.98441022584,18415.845128514946,49966.73059822244
2011-08-23,38980.083557028884,23797.359340001607,54266.082769286884
2011-08-24,34042.653356979215,18936.387459398513,48359.16077892215
2011-08-25,41288.3668878628,24788.60897928721,57242.884307892775
2011-08-26,32021.37584769618,16219.079747021433,47466.530489038094
2011-08-28,18163.411507903773,1731.2181332476255,33086.775542415984
2011-08-30,40329.03013223594,26493.97638092806,56720.499096933236
2011-08-31,35413.6747170036,20801.641340499904,50886.63387408439
2011-09-01,42681.46303258164,28374.190886944547,59045.260331141166
2011-09-02,33414.47199245972,17665.337075339736,48296.364380904226
2011-09-04,19556.507652647975,4643.171975455164,36070.26924797662
2011-09-05,37146.952345415346,22031.050417780603,52370.529462343715
2011-09-06,41722.126277021285,25165.29807002099,56799.65407114044
2011-09-07,36806.77086167563,20341.457342285245,53103.62937290552
2011-09-08,44080.07904484756,28916.73371961321,60578.99333288675
2011-09-09,34818.60787211683,19030.89880041022,50320.74991933739
2011-09-11,20971.683267232856,6288.228245766805,36822.561782488505
2011-09-12,38567.647827440225,22933.401099602677,54399.202641746335
2011-09-13,43148.34162644981,27666.780716164234,58554.54401797385
2011-09-14,38238.50607858879,22030.70780019839,53742.34849677041
2011-09-15,45511.814261657455,30054.83666485449,61423.72285187461
2011-09-16,36250.343088964095,21276.88948607426,51931.659560726235
2011-09-18,22403.41848408455,5961.289094087725,37097.330471395275
2011-09-19,39999.38304496498,24665.0871312388,56618.325068067126
2011-09-20,44580.0768447729,29513.59816302456,60557.78837039373
2011-09-21,39670.24129772332,23826.59909056378,54522.23539494533
2011-09-22,46943.549481598,30556.049277399667,62883.326601961024
2011-09-23,37682.078309683304,21791.221397054058,52178.25096369762
2011-09-25,23835.153706337143,8915.519821636466,41068.31853662031
2011-09-26,41431.11826725634,26556.77066219705,56847.51906287728
2011-09-27,46011.81206702736,30248.27276773158,60948.84546548968
2011-09-28,41101.976519951124,25066.40659728067,57007.1149537699
2011-09-29,48375.28470384659,33993.163061855805,64125.23202266724
2011-09-30,39113.813511736844,23374.263351620302,54418.899042213
2011-10-02,25266.88886811152,9976.871895446053,39857.851034383784
2011-10-03,42862.85340892009,28548.940863752574,59202.38926221728
2011-10-04,47443.54718850187,31653.090657328623,62588.55017466189
2011-10-05,42533.711621332055,25821.323290375214,58260.4290865475
2011-10-06,49807.0197850998,34313.53792951606,65202.64563396846
2011-10-07,40545.54859300672,24561.88464191243,55170.86028983993
2011-10-09,26698.623949321303,10080.267171690886,41945.55490036397
2011-10-10,44294.58849016041,29728.774780574517,60148.05700633273
2011-10-11,48875.282269832125,32744.92894871073,64475.82635839874
2011-10-12,43965.446702555935,28486.70798660946,60573.08822229581
2011-10-13,51238.75486630708,35185.910163545275,66909.97519637783
2011-10-14,41977.28367425136,26225.319824968214,57513.77853235036
2011-10-16,28130.359030585885,12412.065083951007,44653.704015707975
2011-10-17,45726.323571376226,29226.34144204134,60537.96857077888
2011-10-18,50307.01735102434,35183.96407431727,67465.58192186472
2011-10-19,45397.1817837798,30176.333840048286,61005.30447825239
2011-10-20,52670.489947514354,37065.371891628965,68422.13274386506
2011-10-21,43409.018755496,28847.86405472123,59282.601176919095
2011-10-23,29562.09411183496,15830.425197901073,45171.80108270465
2011-10-24,47158.05865267954,30526.828495872418,63373.35926361718
2011-10-25,51738.752432354595,36228.58259441289,67476.54272078436
2011-10-26,46828.91686507445,31686.048381268305,61916.290449258675
2011-10-27,54102.22502876757,37014.13559789675,68964.33139398463
2011-10-28,44840.753836727905,29758.82518780971,60347.907335100426
2011-10-30,30993.82919308404,14075.292810491877,46553.645519086254
2011-10-31,48589.793733982864,32344.48842468146,63804.54561959631
2011-11-01,53170.48751353639,37373.6627479137,68431.913011797
2011-11-02,48260.651946243466,32856.314717890484,62704.084922417765
2011-11-03,55533.96011002812,40023.79376187697,70687.12164581803
2011-11-04,46272.48891799779,30907.987421787606,62718.03861513397
2011-11-06,32425.56427429383,17203.128690691796,47676.845995456286
2011-11-07,50021.52881519867,34898.84235591063,64964.85373956873
2011-11-08,54602.22259480282,39192.755734971135,69455.14794508186
2011-11-09,49692.3870275381,34949.77805818312,65388.428233333085
2011-11-10,56965.69519128867,40484.71473608881,71193.10673117681
2011-11-11,47704.22399920445,31505.746083996943,62433.6515034496
2011-11-13,33857.29935559768,16623.355073440052,50042.98453616553
2011-11-14,51453.26389643898,35637.13337128941,67272.42825954004
2011-11-15,56033.95767606926,41033.888426869125,71263.69243370365
2011-11-16,51124.12210876196,35615.26055737348,66414.95375384309
2011-11-17,58397.43027249596,42352.62009693102,73264.3333605541
2011-11-18,49135.9590804616,33146.1302792925,63938.14706661315
2011-11-20,35289.03443680747,20067.996162899835,51090.614980464146
2011-11-21,52884.9989776793,37177.02310459239,68436.2842270777
2011-11-22,57465.6927573357,40946.44475404725,73187.45929260566
2011-11-23,52555.857190072515,36643.603135183264,68710.30098934603
2011-11-24,59829.16535380244,44436.53471521006,75384.93879110494
2011-11-25,50567.69416168099,35509.876331247186,66679.27895225163
2011-11-27,36720.76951805655,20482.88465210467,52182.68698542526
2011-11-28,54316.7340588706,38421.8301730618,69430.18398441703
2011-11-29,58897.4278385175,42187.66255767621,75404.81831463138
2011-11-30,53987.59227129639,38010.999729858646,68684.42700109478
2011-12-01,61260.90043500972,45300.448154864425,77450.42995443322
2011-12-02,51999.42924295088,36280.1634500251,67414.47963623438
2011-12-04,38152.50459928182,22198.09686019025,54411.45551179503
2011-12-05,55748.46914011092,40810.420860203434,70850.84315102674
2011-12-06,60329.162919858165,45290.055417677664,75517.76562583003
2011-12-07,55419.32735252026,38512.77492044716,70799.83786722938
2011-12-08,62692.6355163162,47275.2911742646,79147.44560644634
2011-12-09,53431.16432420802,38205.46828190294,68940.2851099749
2011-12-10,70908.43336123969,55787.72478569313,86393.10726864374
2011-12-11,39584.23968053089,23154.990023004797,56414.07129272633
2011-12-12,57180.20422141425,40256.386320627855,74164.92715587454
2011-12-13,61760.89800105039,46105.36810235304,78242.66743678773
2011-12-14,56851.06243374415,41957.297647190455,73130.26640775241
2011-12-15,64124.370597516136,48509.28251538611,80372.0624563414
2011-12-16,54862.899405452656,39161.336512451155,70604.04296418007
2011-12-17,72340.16844246731,57193.89439750344,86985.31152353536
2011-12-18,41015.97476177997,25620.54045218073,57455.62856936127
2011-12-19,58611.93930259156,43032.121492478684,74002.36483997067
2011-12-20,63192.63308223216,46504.32424670922,79345.04618640583
2011-12-21,58282.79751505467,43243.98614561353,73523.60690801554
2011-12-22,65556.1056787767,49980.62268173288,82045.82217452727
2011-12-23,56294.63448672255,41118.805812344865,71914.19614954761
2011-12-24,73771.90352371053,59093.33638394662,88849.24412420015
2011-12-25,42447.70984309935,27310.548111047046,58610.88515714815
2011-12-26,60043.67438387037,44652.32771794849,75824.4400879161
2011-12-27,64624.36816349861,50026.26287552494,80490.24100403418
2011-12-28,59714.5325962078,43858.97672830234,75847.39780001786
2011-12-29,66987.84076003724,52357.181249050314,82303.63596588984
2011-12-30,57726.369567941925,42377.71262186414,75089.55847274215
2011-12-31,75203.63860497733,59841.713844537306,91145.44762098457
2012-01-01,43879.44492430914,27410.32395169723,59484.771234451735
2012-01-02,61475.4094651107,46223.44240675124,76801.11294152433
2012-01-03,66056.10324469084,50693.04309273704,81551.61310109004
2012-01-04,61146.26767750244,46092.93080893212,76048.49878171219
2012-01-05,68419.57584129045,51607.364710050446,84146.66489934956
2012-01-06,59158.10464919908,44388.4009432268,75188.14322006771
2012-01-07,76635.37368621276,61457.48023192791,92578.56557657114
2012-01-08,45311.1800055582,29061.403556182097,60604.44499525551
